Event ID,Ticket Number,Incident ID,Charger,Serial / Main Asset,Outlet,Fault Codes,Suggested Failure Date,Failure Date Source,Ticket Created,First CableTempSensor Evidence Date,Template yyyy-mm-dd (Review Only),Suggested Label,Confidence Reason,Final Label,Manual Failure Date,Possible Duplicate <=30d,Duplicate Group,Another Event <=90d,Title,Description,Root Cause,Solution,Repair Completed,Repair Evidence Date,Repair Evidence,Fault Flags,Multi-Fault Ticket,Other DC Fault Codes,Match Locations,First CableTempSensor Evidence,Match Count,JSON File
0392310_DC1,0392310,88f023d3-c6ac-ef11-b8e8-7c1e52762e1c,dAIi3a,MP / RD 170003107,DC1,DC1_CABLETEMPSENSOR_XD100,2024-11-27T13:52:30Z,ticket_created,2024-11-27T13:52:30Z,2024-11-27T13:52:30Z,,POSITIVE_HIGH,exact CableTempSensor fault code in title/description; failure/error language; diagnostic fault flags; sensor/troubleshooting evidence,,,,,,ID0392310-DC/Si-D/DE-[dAIi3a]- CableTempSensor_XD100,"Reported behavior/issue:
DC1_CableTempSensor_XD100
(VIV:0 CCE:0 RNE:1 PLE:0 SOV:0 COV:0 CBL:0 KON:1 CAB:0 HOU:0)
Root cause: Cable Faulty
Solution: Cable Replaced
On DAMEX Sanctioned List:
Warranty Status:",Cable Faulty,Cable Replaced,No,,,VIV:0; RNE:1; PLE:0; SOV:0; KON:1,No,,additional_info[14].subject; additional_info[15].subject; additional_info[16].body; additional_info[16].subject; additional_info[17].subject; additional_info[18].subject; additional_info[19].subject; additional_info[20].subject; additional_info[23].subject; additional_info[24].subject; additional_info[25].body; additional_info[26].body; additional_info[26].subject; additional_info[27].subject; additional_info[2].body; additional_info[2].subject; additional_info[3].body; additional_info[3].subject; additional_info[4].subject; additional_info[5].body; additional_info[7].subject; additional_info[8].subject; description; title,ID0392310-DC/Si-D/DE-[dAIi3a]- CableTempSensor_XD100 Reported behavior/issue: DC1_CableTempSensor_XD100 (VIV:0 CCE:0 RNE:1 PLE:0 SOV:0 COV:0 CBL:0 KON:1 CAB:0 HOU:0) Root cause: Cable Faulty Solution: Cable Replaced On DAMEX Sanctioned List: Warranty Status:,24,88f023d3-c6ac-ef11-b8e8-7c1e52762e1c.json
0392218_DC2,0392218,945c302e-a5ac-ef11-b8e9-6045bdde0ce3,cxGiFJ,MP / N8 160355321,DC2,DC2_CABLETEMPSENSOR_XD101,2024-11-27T09:51:37Z,ticket_created,2024-11-27T09:51:37Z,2024-11-27T09:51:37Z,,POSITIVE_MEDIUM,exact CableTempSensor fault code in title/description,,,,,Yes,ID0392218-DC/Si-D/DE-[MP / N8 160355321] DC2_CableTempSensor_XD101 Issue,"Reported behavior/issue:
DC2_CableTempSensor_XD101 Issue
Root cause:
Solution:
On DAMEX Sanctioned List:
Warranty Status: 08/07/2023",Solution:,On DAMEX Sanctioned List:,No,,,,No,,additional_info[10].body; additional_info[10].subject; additional_info[11].subject; additional_info[12].subject; additional_info[13].body; additional_info[13].subject; additional_info[14].subject; additional_info[15].subject; additional_info[16].subject; additional_info[17].body; additional_info[17].subject; additional_info[18].subject; additional_info[19].subject; additional_info[20].subject; additional_info[21].body; additional_info[21].subject; additional_info[23].subject; additional_info[24].subject; additional_info[25].body; additional_info[25].subject; additional_info[26].subject; additional_info[2].body; additional_info[3].body; additional_info[3].subject; additional_info[4].body; additional_info[4].subject; additional_info[8].subject; additional_info[9].subject; description; title,ID0392218-DC/Si-D/DE-[MP / N8 160355321] DC2_CableTempSensor_XD101 Issue Reported behavior/issue: DC2_CableTempSensor_XD101 Issue Root cause: Solution: On DAMEX Sanctioned List: Warranty Status: 08/07/2023,30,945c302e-a5ac-ef11-b8e9-6045bdde0ce3.json
0390492_DC2,0390492,c03e3ea8-bba5-ef11-a81c-000d3ab3d155,jX6vQY,MP / R3 170001600,DC2,DC2_CABLETEMPSENSOR_XD101,2024-11-18T14:44:48Z,ticket_created,2024-11-18T14:44:48Z,2024-11-18T14:44:48Z,,POSITIVE_MEDIUM,exact CableTempSensor fault code in title/description,,,Yes,DUP_0010,Yes,ID0390492-DC/Si-D/DE-[MP / R3 170001600] DC2_CableTempSensor_XD101,"Reported behavior/issue:
DC2_CableTempSensor_XD101
Root cause:
Solution:
On DAMEX Sanctioned List: No
Warranty Status: Active
Software Version: v4.0.11-0-g0b7d164+SF-RETOPICS
OCPP Backend Connection: Yes",Solution:,On DAMEX Sanctioned List: No,No,,,,No,,additional_info[12].body; additional_info[12].subject; additional_info[14].subject; additional_info[15].body; additional_info[15].subject; additional_info[16].subject; additional_info[17].subject; additional_info[18].subject; additional_info[19].body; additional_info[19].subject; additional_info[20].subject; additional_info[21].subject; additional_info[22].body; additional_info[22].subject; additional_info[23].subject; additional_info[24].subject; additional_info[25].body; additional_info[25].subject; additional_info[26].subject; additional_info[27].subject; additional_info[28].subject; additional_info[29].subject; additional_info[2].body; additional_info[2].subject; additional_info[30].subject; additional_info[31].subject; additional_info[32].subject; additional_info[33].body; additional_info[33].subject; additional_info[34].body; additional_info[34].subject; additional_info[8].body; additional_info[8].subject; description; title,ID0390492-DC/Si-D/DE-[MP / R3 170001600] DC2_CableTempSensor_XD101 Reported behavior/issue: DC2_CableTempSensor_XD101 Root cause: Solution: On DAMEX Sanctioned List: No Warranty Status: Active Software Version: v4.0.11-0-g0b7d164+SF-RETOPICS OCPP Backend Connection: Yes,35,c03e3ea8-bba5-ef11-a81c-000d3ab3d155.json
0390187_DC1,0390187,fc80f3a4-5aa3-ef11-8a69-000d3ab9a120,I8hTYr,MP / R4 170001624,DC1,DC1_CABLETEMPSENSOR_XD100,2024-11-15T14:05:19Z,ticket_created,2024-11-15T14:05:19Z,2024-11-15T14:05:19Z,,POSITIVE_HIGH,exact CableTempSensor fault code in title/description; diagnostic fault flags; sensor/troubleshooting evidence,,,,,,ID0390187-DC/Si-D/BE-[MP / R4 170001624] DC1_CableTempSensor_XD100,"Reported behavior/issue:
DC1_CableTempSensor_XD100
Root cause:
Solution:
On DAMEX Sanctioned List:
Warranty Status:4/25/2025",Solution:,On DAMEX Sanctioned List:,No,,,KON:1; VIV:0,No,,additional_info[2].body; additional_info[2].subject; additional_info[3].body; additional_info[3].subject; additional_info[4].subject; description; title,ID0390187-DC/Si-D/BE-[MP / R4 170001624] DC1_CableTempSensor_XD100 Reported behavior/issue: DC1_CableTempSensor_XD100 Root cause: Solution: On DAMEX Sanctioned List: Warranty Status:4/25/2025,7,fc80f3a4-5aa3-ef11-8a69-000d3ab9a120.json
0389979_DC1,0389979,f388160d-590d-4104-aa21-f909b97ce4bf,wzcbA7,MP / P3 170000429,DC1,DC1_CABLETEMPSENSOR_XD100,2024-11-14T14:38:17Z,ticket_created,2024-11-14T14:38:17Z,2024-11-14T14:38:17Z,,POSITIVE_HIGH,exact CableTempSensor fault code in title/description; diagnostic fault flags; sensor/troubleshooting evidence,,,,,,ID0389979-DC/Si-D/TR-[MP / P3 170000429] DC1_CableTempSensor_XD100,"Reported behavior/issue:DC1_CableTempSensor_XD100
Root cause:
Solution:
On DAMEX Sanctioned List:
Warranty Status:10/14/2024",Solution:,On DAMEX Sanctioned List:,No,,,KON:1; VIV:0,No,,additional_info[3].body; additional_info[3].subject; additional_info[4].body; additional_info[4].subject; description; title,ID0389979-DC/Si-D/TR-[MP / P3 170000429] DC1_CableTempSensor_XD100 Reported behavior/issue:DC1_CableTempSensor_XD100 Root cause: Solution: On DAMEX Sanctioned List: Warranty Status:10/14/2024,6,f388160d-590d-4104-aa21-f909b97ce4bf.json
0389661_DC2,0389661,b63f38f9-aca1-ef11-8a6a-0022489ec7b5,REV5ab,Y2 / R3 313020197005,DC2,DC2_CABLETEMPSENSOR_XD101,2024-11-13T10:49:40Z,ticket_created,2024-11-13T10:49:40Z,2024-11-13T10:49:40Z,,POSITIVE_MEDIUM,exact CableTempSensor fault code in title/description,,,,,Yes,ID0389661-DC/Si-D/BR[REV5ab] - DC2_CableTempSensor_XD101,"Reported behaviour/issue:
Outlet 2 unavailable
Root cause:
DC2_CableTempSensor_XD101
Solution:
Site visit later on - no date planned
On DAMEX Sanctioned List:
Siemens
Warranty Status:
Active",DC2_CableTempSensor_XD101,Site visit later on - no date planned,No,,,,No,,additional_info[10].body; additional_info[11].body; additional_info[2].body; additional_info[2].subject; additional_info[3].body; additional_info[3].subject; additional_info[4].subject; additional_info[5].body; additional_info[5].subject; additional_info[6].subject; additional_info[7].body; additional_info[7].subject; additional_info[8].subject; additional_info[9].body; additional_info[9].subject; description; title,ID0389661-DC/Si-D/BR[REV5ab] - DC2_CableTempSensor_XD101 Reported behaviour/issue: Outlet 2 unavailable Root cause: DC2_CableTempSensor_XD101 Solution: Site visit later on - no date planned On DAMEX Sanctioned List: Siemens Warranty Status: Active,17,b63f38f9-aca1-ef11-8a6a-0022489ec7b5.json
0386084_DC1,0386084,8e2db470-eaa8-4511-8742-e0b96844f360,nqYmbY,MP / R1 170001176,DC1,DC1_CABLETEMPSENSOR_XD100,2024-11-08T06:26:01Z,additional_info,2024-10-23T10:15:57Z,2024-11-08T06:26:01Z,,REVIEW,diagnostic fault flags; completed repair/resolution evidence,,,,,,ID0386084-DC/Si-D/TR-[MP / R1 170001176] Charging process is interrupted in DC1,"Reported behavior/issue:
Charging process is interrupted in DC1
,
Charging Cable Sensor Plausibility Contact Temperatures
Root cause: Connector damage
Solution: Replaced with new one
On DAMEX Sanctioned List:NO
Warranty Status:ACTIVE
Notes from ES to NOC [ 08/11/2024]",Connector damage,Replaced with new one,Yes,2024-11-08T09:13:37Z,"ID0386084-DC/Si-D/TR-[MP / R1 170001176] Charging process is interrupted in DC1 CRM:00579001295 Hello Yunus, Since your issue has been resolved, we will be proceeding with closing the service ticket# 0386084. If you need any further assistance, please do reach back out to us by sending a new email to emobility_support.si@siemens.com . Kindly note that email responses to closed tickets are not monitored. Thank you. With best regards, eMobility Tech Support Team - Vaishnavi Raut Please do not change the subject of this Email when replying to it.",VIV:0; PLE:1; KON:1,No,,additional_info[16].body; additional_info[17].body,Note to QM Particular Remarks Defective part name/MLFB 8EM5903-0AA02-6AA2 Component serial number Need to receive from RC Logs with marked error (CSV format preferred) <<nqYmbY-logs (1).csv>> Active error flags before replacement PLC-Error-Flag 'DC1_CableTempSensor_XD100' changed to true - (VIV:0 PLE:1 KON:1) Device-specific error code (if applicable) (VIV:0 PLE:1 KON:1) -> Plausibility Error Outcome of wiring checkup Wiring are in healthy state Commissioning checklist Okay Commissioning date 01.02.2023 Field service report RC will upload Date of failure (see side note) 23.10.2024 Complementary information (see: Special Cases ) CP-to-ground Voltage reading (standby) - 12V Signs of corrosion (external) - Yes Evidence of water ingress - No Picture of the Ca,2,8e2db470-eaa8-4511-8742-e0b96844f360.json
0386751_DC2,0386751,25cca00d-fe94-ef11-8a6a-002248a2b1bd,yhv7cT & ZNgsSz,"MP / R3 170001340,MP / R6 170001957",DC2,DC2_CABLETEMPSENSOR_XD101; DC2_CABLETEMPSENSOR,2024-10-28T07:27:21Z,ticket_created,2024-10-28T07:27:21Z,2024-10-28T07:27:21Z,,POSITIVE_HIGH,exact CableTempSensor fault code in title/description; failure/error language; diagnostic fault flags; completed repair/resolution evidence,,,,,,ID0386751-DC/Si-D/DE[170001957] - DC2_CableTempSensor_XD101,"Reported behaviour/issue:
Outlet 2 out of order
Root cause:
DC2_CableTempSensor_XD101 VIV:0 PLE:1 KON:1
'PLE:' 1→ in case of an plausibility error (temperature difference between +/- too high) → difference of 23ºC is enough for error flag?
Solution:
After having discussion with the customer, charger is not faulted
NOTE TO L3 in timeline
Obsolete:
First Reported behaviour/issue:
Dispenser outlet ooo
Root cause:
Unclear not there anymore
Solution:
On DAMEX Sanctioned List:
No
Warranty Status:
Active",DC2_CableTempSensor_XD101 VIV:0 PLE:1 KON:1 'PLE:' 1→ in case of an plausibility error (temperature difference between +/- too high) → difference of 23ºC is enough for error flag?,"After having discussion with the customer, charger is not faulted NOTE TO L3 in timeline Obsolete: First Reported behaviour/issue: Dispenser outlet ooo",Yes,2024-11-22T12:15:32Z,"RE: WG: ID0386751-DC/Si-D/DE[170001957] - Outlet 2 unavailable CRM:00315001966 Dear Tanja, Since your issue has been resolved, we will be proceeding with closing the service ticket# 0386751. If you need any further assistance, please do reach back out to us by sending a new email to emobility_support.si@siemens.com . Kindly note that email responses to closed tickets are not monitored. Thank you. With best regards, eMobility Tech Support Team - Shrey Sharma Please do not change the subject of this Email when replying to it.",VIV:0; PLE:1; KON:1,No,,additional_info[12].subject; additional_info[19].body; additional_info[5].body; additional_info[7].subject; description; title,"ID0386751-DC/Si-D/DE[170001957] - DC2_CableTempSensor_XD101 Reported behaviour/issue: Outlet 2 out of order Root cause: DC2_CableTempSensor_XD101 VIV:0 PLE:1 KON:1 'PLE:' 1→ in case of an plausibility error (temperature difference between +/- too high) → difference of 23ºC is enough for error flag? Solution: After having discussion with the customer, charger is not faulted NOTE TO L3 in timeline Obsolete: First Reported behaviour/issue: Dispenser outlet ooo Root cause: Unclear not there anymore Solution: On DAMEX Sanctioned List: No Warranty Statu",6,25cca00d-fe94-ef11-8a6a-002248a2b1bd.json
0386111_DC2,0386111,64469b75-3391-ef11-8a6a-7c1e5235e725,iwuJDH,MP / R0 170002741,DC2,DC2_CABLETEMPSENSOR_XD101,2024-10-23T14:14:19Z,additional_info,2024-10-23T11:39:36Z,2024-10-23T14:14:19Z,,MENTION_ONLY,CableTempSensor appears only in generic/Knowledge Article context,,,,,,ID0386111-DC/Si-D/DE-[MP / R0 170002741] DC2 OOO,"Reported behavior/issue:
DC2 OOO
Root cause:
Solution: Component replaced.
On DAMEX Sanctioned List: no
Warranty Status: 10/25/2025",Solution: Component replaced.,Component replaced.,Yes,2024-11-26T15:21:33Z,"ID0386111-DC/Si-D/DE-[MP / R0 170002741] DC2 OOO CRM:00643001111 Dear Marcel, Since your issue has been resolved, we will be proceeding with closing the service ticket# 0386111. If you need any further assistance, please do reach back out to us by sending a new email to emobility_support.si@siemens.com . Kindly note that email responses to closed tickets are not monitored. Thank you. With best regards, eMobility Tech Support Team - Shrey Sharma Please do not change the subject of this Email when replying to it.",VIV:0; RNE:1; KON:1,No,,additional_info[5].body,"RE: ID0386111-DC/Si-D/DE-[MP / R0 170002741] DC2 OOO CRM:00579001242 Hello team, Greetings of the day! We checked and found the following error flags: We could see that DC2_CableTempSensor_XD101 error : With Attributes : VIV:0 RNE:1 KON:1 They states as 'VIV:'0 → in case of an invalid sensor reading 'RNE:'1 → in case of an sensor reading outside the defined operation range So we need to check if the following connection from the Cable is fine or not. Also check all the connections to KF11 (EcoG) and KF13 (State monitor). Also, Check if the Charging Plug to be tidy or have rust. After all the above investigation, We may have to consider replacing the Cable. Also, If cable replacem",1,64469b75-3391-ef11-8a6a-7c1e5235e725.json
0386106_DC2,0386106,7970f08a-3191-ef11-ac20-0022489fb3e7,jX6vQY,MP / R3 170001600,DC2,DC2_CABLETEMPSENSOR_XD101,2024-10-23T11:25:47Z,ticket_created,2024-10-23T11:25:47Z,2024-10-23T11:25:47Z,,POSITIVE_MEDIUM,exact CableTempSensor fault code in title/description,,,Yes,DUP_0010,Yes,ID0386106-DC/Si-D/DE-[MP / R3 170001600] DC2_CableTempSensor_XD101,"Reported behavior/issue:
DC2_CableTempSensor_XD101
Root cause:
Solution: Duplicate ticket :
0390492
On DAMEX Sanctioned List:NO
Warranty Status:ACITVE
L2-->L3:",Solution: Duplicate ticket : 0390492,Duplicate ticket : 0390492,No,,,,No,,additional_info[11].subject; additional_info[12].body; additional_info[2].body; additional_info[2].subject; additional_info[4].body; additional_info[8].subject; description; title,ID0386106-DC/Si-D/DE-[MP / R3 170001600] DC2_CableTempSensor_XD101 Reported behavior/issue: DC2_CableTempSensor_XD101 Root cause: Solution: Duplicate ticket : 0390492 On DAMEX Sanctioned List:NO Warranty Status:ACITVE L2-->L3:,8,7970f08a-3191-ef11-ac20-0022489fb3e7.json
0385340_DC2,0385340,c54849fa-7bfc-4e92-84ed-e8489147238e,cxGiFJ,MP / N8 160355321,DC2,DC2_CABLETEMPSENSOR_XD101; DC2_CABLETEMPSENSOR,2024-10-18T13:51:52Z,ticket_created,2024-10-18T13:51:52Z,2024-10-18T13:51:52Z,,POSITIVE_HIGH,exact CableTempSensor fault code in title/description; completed repair/resolution evidence,,,,,Yes,ID0385340-DC/Si-D/DE[160355321] - DC2_CableTempSensor_XD101,"Reported behaviour/issue: Stop sessions
Root cause:
DC2_CableTempSensor_XD101
Solution:
information provided to RC from experts team.
On DAMEX Sanctioned List:
Siemens
Warranty Status:
Expired
NOTE TO L3: As per PrCh notes, CableTempSensor, should be addressed by Experts. It's hard to proactively get the EcoG graph as it doesn't occur everyday but happens a lot.
Already asked for pictures of the Plug as this charger is one of the oldest ever made. Since the Warranty is Expired customer might not want to replace the plug.",DC2_CableTempSensor_XD101,information provided to RC from experts team.,Yes,2024-10-22T16:41:09Z,"RE: ID0385340-DC/Si-D/DE[160355321] - DC2_CableTempSensor_XD101 CRM:00315001947 Dear Rudolf, Since your issue has been resolved, we will be proceeding with closing the service ticket# 0385340. If you need any further assistance, please do reach back out to us by sending a new email to emobility_support.si@siemens.com . Kindly note that email responses to closed tickets are not monitored. Thank you. With best regards, eMobility Tech Support Team - Vikas Khiladkar Please do not change the subject of this Email when replying to it.",,No,,additional_info[3].body; additional_info[3].subject; additional_info[8].subject; additional_info[9].body; additional_info[9].subject; description; title,"ID0385340-DC/Si-D/DE[160355321] - DC2_CableTempSensor_XD101 Reported behaviour/issue: Stop sessions Root cause: DC2_CableTempSensor_XD101 Solution: information provided to RC from experts team. On DAMEX Sanctioned List: Siemens Warranty Status: Expired NOTE TO L3: As per PrCh notes, CableTempSensor, should be addressed by Experts. It's hard to proactively get the EcoG graph as it doesn't occur everyday but happens a lot. Already asked for pictures of the Plug as this charger is one of the oldest ever made. Since the Warranty is Expired customer mi",7,c54849fa-7bfc-4e92-84ed-e8489147238e.json
0380751_DC2,0380751,1e45b865-205a-4e69-8ac9-ebf735f97fa3,cRxBXW,Y2 / R6 313065117094,DC2,DC2_CABLETEMPSENSOR_XD101,2024-10-15T06:00:05Z,additional_info,2024-09-23T11:03:19Z,2024-10-15T06:00:05Z,,REVIEW,failure/error language; diagnostic fault flags; sensor/troubleshooting evidence; completed repair/resolution evidence,,,,,,ID0380751-DC/Si-D/TR-[Y2 / R6 313065117094] Outlet_DC2_codes,"Reported behavior/issue:
Unable to charge on DC 2 outlet.
Root cause:
connector failure
Solution:
Charging cable replacement
On DAMEX Sanctioned List: No
Warranty Status: 03/09/2026
Notes form RC:
Charging is not possible on DC2. Although there is no error flag on the device, it has been observed that charging is not possible on DC2.
It has been detected that the device gives the 'Outlet_DC2_codes' error and does not start charging
Note to QM [ 22/11/2024]
Notes from ES to NOC [ 22/11/2024]",connector failure,Charging cable replacement,Yes,2024-11-22T08:49:15Z,"ID0380751-DC/Si-D/TR-[Y2 / R6 313065117094] Outlet_DC2_codes CRM:01282000665 Dear Customer, Since your issue has been resolved, we will be proceeding with closing the service ticket# 0380751. If you need any further assistance, please do reach back out to us by sending a new email to emobility_support.si@siemens.com . Kindly note that email responses to closed tickets are not monitored. Thank you. With best regards, eMobility Tech Support Team - Vaishnavy Gurav Please do not change the subject of this Email when replying to it.",VIV:0; RNE:1; KON:1,No,,additional_info[20].body; additional_info[40].body; additional_info[41].body,Handover notes to L3 Suspected Root Cause: Temp. sensor Not OK Problem Description : Outlet unavailable ( DC2_CableTempSensor_XD101 ) Action Performed (L2) : Assisted the RC for cable check (PT1000) values Charger SW Version: v5.0.19 Reason for Handover (L3) : Further troubleshooting needed,3,1e45b865-205a-4e69-8ac9-ebf735f97fa3.json
0383445_DC1,0383445,ed3dbf15-7c85-ef11-ac21-0022489bcff4,cay5wL,MP / R2 170001515,DC1,DC1_CABLETEMPSENSOR_XD100,2024-10-08T13:49:08Z,ticket_created,2024-10-08T13:49:08Z,2024-10-08T13:49:08Z,,POSITIVE_HIGH,exact CableTempSensor fault code in title/description; diagnostic fault flags; sensor/troubleshooting evidence; completed repair/resolution evidence,,,,,,ID0383445-DC/Si-D/BE-[MP / R2 170001515] DC1_CableTempSensor_XD100,"Reported behavior/issue:
DC1_CableTempSensor_XD100
Root cause:
Solution: R
eplaced the screen
On DAMEX Sanctioned List: Siemens Employee
Warranty Status: Active (2/7/2025)",Solution: R eplaced the screen,R eplaced the screen,Yes,2024-10-16T20:14:24Z,"RE: ID0383445-DC/Si-D/BE-[MP / R2 170001515] DC1_CableTempSensor_XD100 CRM:00797001320 Dear Marnic, Thank you for the confirmation, Kindly attach the field service report. Since your issue has been resolved, we will be proceeding with closing the service ticket# 0383445. If you need any further assistance, please do reach back out to us by sending a new email to emobility_support.si@siemens.com . Kindly note that email responses to closed tickets are not monitored. Thank you. With best regards, eMobility Tech Support Team - Ankita Khobare Please do not change the subject of this Email when replying to it.",KON:1; PLE:1; VIV:0,No,,additional_info[16].subject; additional_info[18].subject; additional_info[20].subject; additional_info[22].subject; additional_info[24].subject; additional_info[26].subject; additional_info[27].body; additional_info[3].body; additional_info[3].subject; additional_info[4].subject; additional_info[9].subject; description; title,ID0383445-DC/Si-D/BE-[MP / R2 170001515] DC1_CableTempSensor_XD100 Reported behavior/issue: DC1_CableTempSensor_XD100 Root cause: Solution: R eplaced the screen On DAMEX Sanctioned List: Siemens Employee Warranty Status: Active (2/7/2025),13,ed3dbf15-7c85-ef11-ac21-0022489bcff4.json
0382228_DC1,0382228,4639ecb5-6545-4bcc-a5e5-8155da6def10,GYpSd1,Y2 / RN 313392372010,DC1,DC1_CABLETEMPSENSOR_XD100,2024-10-01T03:22:17Z,additional_info,2024-10-01T02:43:09Z,2024-10-01T03:22:17Z,,REVIEW,diagnostic fault flags; completed repair/resolution evidence,,,,,,Proactive - ID0382228-DC/Si-D/TR-[Y2 / RN 313392372010] Failsafe Mode Active,"Reported behavior/issue:
Failsafe mode with KF12 and Temp Sensor Issue
Root cause: NA
Solution: After rebooting, issue was resolved.
On DAMEX Sanctioned List: No
Warranty Status:
Active",NA,"After rebooting, issue was resolved.",Yes,2024-10-04T16:39:30Z,"RE: 0382228 - Proactive - ID0382228-DC/Si-D/TR-[Y2 / RN 313392372010] Failsafe Mode Active CRM:00658000755 Hello Yunus, Since your issue has been resolved, we will be proceeding with closing the service ticket# 0382228. If you need any further assistance, please do reach back out to us by sending a new email to emobility_support.si@siemens.com . Kindly note that email responses to closed tickets are not monitored. Thank you. With best regards, eMobility Tech Support Team - Beerpal Singh Please do not change the subject of this Email when replying to it.",VIV:0; RNE:1; KON:1,No,,additional_info[8].body,"Active Error Flags FailsafeMode_Active PLC SYSTEM true FailsafeMode is active. Charger is out of order. true allOutletsUnavailable sicharge-cp OUTLET true No outlet is currently working true outlet1 sicharge-cp OUTLET true Outlet 1: outoforder, LEMState: undefined false outlet2 sicharge-cp OUTLET true Outlet 2: outoforder, LEMState: Working false DC1_CableTempSensor_XD100 PLC DEVICE true VIV:0 RNE:1 KON:1 false SECC_DC1_MB_Problem_KF12 PLC SYSTEM true loss of communication DC1 and SECC false",1,4639ecb5-6545-4bcc-a5e5-8155da6def10.json
0381648_DC2,0381648,c17ba63b-927c-ef11-ac20-000d3ab4d5d3,BQaC7f,MP / R4 170001819,DC2,DC2_CABLETEMPSENSOR_XD101,2024-09-27T05:35:02Z,ticket_created,2024-09-27T05:35:02Z,2024-09-27T05:35:02Z,,POSITIVE_HIGH,exact CableTempSensor fault code in title/description; failure/error language,,,,,,ID0381648-DC/Si-D/BE[170001819] - DC2_CableTempSensor_XD101,"Reported behaviour/issue:
Outlet 2 out of order
Root cause:
DC2_CableTempSensor_XD101 → CAN communication lost → possible CAN cable or XD16
Solution:
Inspection of output from HPC controller, XD16, CAN Cables and input to KF11
On DAMEX Sanctioned List:
Siemens
Warranty Status:
Active",DC2_CableTempSensor_XD101 → CAN communication lost → possible CAN cable or XD16,"Inspection of output from HPC controller, XD16, CAN Cables and input to KF11",No,,,,No,,additional_info[4].subject; additional_info[5].subject; additional_info[6].body; description; title,"ID0381648-DC/Si-D/BE[170001819] - DC2_CableTempSensor_XD101 Reported behaviour/issue: Outlet 2 out of order Root cause: DC2_CableTempSensor_XD101 → CAN communication lost → possible CAN cable or XD16 Solution: Inspection of output from HPC controller, XD16, CAN Cables and input to KF11 On DAMEX Sanctioned List: Siemens Warranty Status: Active",5,c17ba63b-927c-ef11-ac20-000d3ab4d5d3.json
0381228_DC2,0381228,e0d04e15-167b-ef11-ac20-000d3ab08c0a,"MP / P3 170000420, grYPwb",MP / P3 170000420,DC2,DC2_CABLETEMPSENSOR_XD101,2024-09-25T09:48:47Z,additional_info,2024-09-25T08:13:45Z,2024-09-25T09:48:47Z,,REVIEW,diagnostic fault flags; completed repair/resolution evidence,,,,,,ID0381228-DC/Si-D/DE-[MP P3 170000420] Charger Offline,"Reported behaviour/issue: Charger Offline
Root cause:
SCB Offline
Solution:
On site intervention
On DAMEX Sanctioned List:
Siemens
Warranty Status:
25.11.2025",SCB Offline,On site intervention,Yes,2024-10-14T14:18:51Z,"0381228 - ID0381228-DC/Si-D/DE-[MP P3 170000420] Charger Offline CRM:00658000780 Dear Oliver, Since your issue has been resolved by our local service team on site and charger is now online, we will be proceeding with closing the service ticket# 0381228. If you need any further assistance, please do reach back out to us by sending a new email to emobility_support.si@siemens.com . Kindly note that email responses to closed tickets are not monitored. Thank you. With best regards, eMobility Tech Support Team - Saurav Kumar Please do not change the subject of this Email when r",VIV:0; PLE:1; KON:1,No,,additional_info[4].body,"Semih PLC-Error-Flag 'DC2_CableTempSensor_XD101' changed to true - (VIV:0 PLE:1 KON:1),grYPwb PLC-Error-Flag 'Outlet_DC2_codes' changed to true - (DC2 Outlet not ready - charging cable temperature sensor err),grYPwb then collaborated reboot and after that the charger didnt came back",1,e0d04e15-167b-ef11-ac20-000d3ab08c0a.json
0380095_DC4,0380095,ac56429a-d775-ef11-a670-000d3ab08c0a,TpzGGB,Y2 / S6 313740137001,DC4,DC4_CABLETEMPSENSOR_XD240,2024-09-18T16:03:57Z,ticket_created,2024-09-18T16:03:57Z,2024-09-18T16:03:57Z,,POSITIVE_MEDIUM,diagnostic fault flags; sensor/troubleshooting evidence; completed repair/resolution evidence,,,,,,ID0380095-DC/Si-D/AT-[Y2 / S6 313740137001] DC3 and DC4 CableTempSensor,"Reported behavior/issue:
DC3 and DC4 CableTempSensor
Root cause:
Solution:
Charging cable
8EM5903-0AA03-5AA5 replaced
On DAMEX Sanctioned List:
Siemens Employee
Warranty Status:
Active (7/16/2026)",Solution: Charging cable 8EM5903-0AA03-5AA5 replaced,Charging cable 8EM5903-0AA03-5AA5 replaced,Yes,2024-10-30T15:34:35Z,"ID0380095-DC/Si-D/AT-[Y2 / S6 313740137001] DC3 and DC4 CableTempSensor CRM:00642001721 Dear Daniel, Since your issue has been resolved, we will be proceeding with closing the service ticket# 0380095. If you need any further assistance, please do reach back out to us by sending a new email to emobility_support.si@siemens.com . Kindly note that email responses to closed tickets are not monitored. Thank you. With best regards, eMobility Tech Support Team - Mohini Patil Please do not change the subject of this Email when replying to it.",VIV:0; RNE:1; KON:1,No,,additional_info[15].subject; additional_info[16].body; additional_info[4].body; additional_info[5].body; additional_info[5].subject; additional_info[7].subject; description; title,ID0380095-DC/Si-D/AT-[Y2 / S6 313740137001] DC3 and DC4 CableTempSensor Reported behavior/issue: DC3 and DC4 CableTempSensor Root cause: Solution: Charging cable 8EM5903-0AA03-5AA5 replaced On DAMEX Sanctioned List: Siemens Employee Warranty Status: Active (7/16/2026),8,ac56429a-d775-ef11-a670-000d3ab08c0a.json
